articleId,created_at,like_counts,region,content,authorName,authorGender,authorAddress,authorAvatar
5049138846372384,2024-06-25,2,上海,哈哈哈,心智近仙,f,海外,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/0071lLJ1ly8hk49sqskp6j30u00u0dix.jpg?KID=imgbed,tva&Expires=1719321216&ssig=nRT9d3bgNc"
5049138846372384,2024-06-25,1,湖北,正解,饭团_1122,f,湖北,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/0080zsNLly8hmh9boj5o6j30u00u0weu.jpg?KID=imgbed,tva&Expires=1719321216&ssig=joOPS1Wt00"
5049138846372384,2024-06-25,0,重庆,转发微博,Drowning673213,f,其他,"https://tvax4.sinaimg.cn/crop.0.0.996.996.180/008fpVUYly8hqxaserengj30ro0rotcd.jpg?KID=imgbed,tva&Expires=1719321216&ssig=37CcNDybxG"
5049138846372384,2024-06-25,0,湖南,哈哈哈哈哈哈哈哈哈,人间清醒花锦年,f,湖南,"https://tvax3.sinaimg.cn/crop.0.0.1023.1023.180/008EaD9gly8hq805r4z2hj30sg0sftb0.jpg?KID=imgbed,tva&Expires=1719321216&ssig=Hut%2F1p8VC9"
5049112080682447,2024-06-25,446,河南,看视频有感，p1那个视频，复盘的时候才注意到这么多细节[淡淡的],嗜香集,f,其他,"https://tvax3.sinaimg.cn/crop.0.0.1000.1000.180/007MVic1ly8hg4neme760j30rs0rs40q.jpg?KID=imgbed,tva&Expires=1719321217&ssig=M%2BTUDFze9S"
5049112080682447,2024-06-25,545,吉林,还得是檀健次！这是内娱追星天花板的享受，业务能力抗打吃得好不用挽尊，每次出席活动都有高情商发言，即便工作再累也每次保持特别赞的状态和颜值[爱你],婷婷tt_1005,f,其他,"https://tvax2.sinaimg.cn/crop.0.0.360.360.180/0073WNDcly8h35rvk29z5j30a00a0dfv.jpg?KID=imgbed,tva&Expires=1719321217&ssig=qXXyk33CH%2B"
5049112080682447,2024-06-25,81,吉林,我看小🍠上好多萌萌檀丝还去人家评论下头解释，结果人家直接删评[微笑][微笑][微笑][微笑]就等着这个机会虐粉呢,麻麻麻吉吉,f,北京,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/a6277454ly8hqt6krqhjdj20u00u0whg.jpg?KID=imgbed,tva&Expires=1719321217&ssig=qTB2RvtYzT"
5049112080682447,2024-06-25,312,上海,这么体面还是被大女主丝扫射没一个男的靠得住[吃瓜][吃瓜][吃瓜][摊手][摊手][摊手][摊手],他说那是秋天,f,其他,"https://tvax1.sinaimg.cn/crop.0.0.960.960.180/008A6On0ly8hr1haud5fsj30qo0qojt3.jpg?KID=imgbed,tva&Expires=1719321217&ssig=JeeOifZCzt"
5049112080682447,2024-06-25,335,美国,为了不抢风头他一直都是把话筒往外递，主持人的话一个两个不接他都回答了，场面还要特主带，又怕特主抢风头，就仗着我担同理心高照顾他人不愿冷场吧。,风吹腋毛蛋打蛋,f,湖南,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/99f6c652ly8hl7fkczrazj20u00u0dkl.jpg?KID=imgbed,tva&Expires=1719321217&ssig=pCVLuhK1rm"
5049112080682447,2024-06-25,262,北京,幕墙批永不认输。直播视频摆在这，谁想偷偷颠倒黑白就打谁的脸,相柳sama的白毛球,f,北京,"https://tvax4.sinaimg.cn/crop.0.0.1024.1024.180/008tk8Blly8hnfshktpzdj30sg0sg761.jpg?KID=imgbed,tva&Expires=1719321217&ssig=5YE15QXXHx"
5049112080682447,2024-06-25,122,山东,可是女煮丝只会把檀的话硬截掉虐粉,白白白美美美,f,其他,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/006PAe5sly8hqia9kq55hj30u00u0dih.jpg?KID=imgbed,tva&Expires=1719321217&ssig=HkePNEV1Kf"
5049112080682447,2024-06-25,150,浙江,檀老师高情商体面人，但是天天被倒打一耙，会寒了剧粉的心啊[悲伤],檀弹谈go,f,其他,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/0073bFMdly8h0cqz8loz2j30u00u044n.jpg?KID=imgbed,tva&Expires=1719321217&ssig=ggtIBLKcpi"
5049112080682447,2024-06-25,80,广东,拒绝泼脏水共沉沦 我哥一直都是体面人[微笑],会飞的哒咩,f,其他,"https://tvax4.sinaimg.cn/crop.7.0.956.956.180/0075sMSqly8hqifa19v2ij30qy0qk3zm.jpg?KID=imgbed,tva&Expires=1719321217&ssig=ZzYXRPyWxJ"
5049112080682447,2024-06-25,80,湖北,从头到尾，檀健次都很体面、幽默、高情商,cherryzsuc,f,其他,"https://tvax2.sinaimg.cn/crop.0.26.1242.1242.180/83186bdely8fgf50dnzmuj20yi0zygo3.jpg?KID=imgbed,tva&Expires=1719321217&ssig=PziYYkJ8mk"
5049112080682447,2024-06-25,79,上海,昨天看的时候就发现了，在我檀的体面之下，那几个被显得格外木了我真服了，可这是我檀的错吗？他只是说了他该说的，做了他该做的而已,檀郎是我的糖吖JC-T,f,其他,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/006gVx05ly8hi84jrwmwhj30u00u0wiv.jpg?KID=imgbed,tva&Expires=1719321217&ssig=O0asA1RvTl"
5049112080682447,2024-06-25,61,四川,我哥一直都是体面人呀 但就是太体面了总让别家破防～,阿潇要加油啊,f,四川,"https://tvax3.sinaimg.cn/crop.0.0.996.996.180/007JrZW8ly8g25sq90lukj30ro0ro74w.jpg?KID=imgbed,tva&Expires=1719321217&ssig=eEER8M2p0q"
5049112080682447,2024-06-25,93,吉林,言之有物情商高，爱檀健次就对了[打call],心雨JC-T,f,吉林,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/919ad9c9ly8hle4xrrqc7j20u00u0tbm.jpg?KID=imgbed,tva&Expires=1719321217&ssig=PcAXcmNH%2B%2B"
5049112080682447,2024-06-25,71,俄罗斯,我们健次可是微博之夜情商局都能完美过关的高情商[微笑],檀檀椰子卷,f,其他,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/006Ul0Wnly8hix6emdm3ij30u00u076w.jpg?KID=imgbed,tva&Expires=1719321217&ssig=2Kl9zYjrDV"
5049112080682447,2024-06-25,35,河南,我宝任何场合，对同事，对朋友，对合作伙伴都是体面人,我的大明星檀健次啊,f,河南,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/007o3XnEly8hiwaw1vn2fj30u00u00ts.jpg?KID=imgbed,tva&Expires=1719321217&ssig=C4uTdL%2FImt"
5049112080682447,2024-06-25,63,广东,说的好，能冲破抹嘿洗脑包爱相柳，能从相柳或者其他角色认识檀健次，通过考古深入了解他有多好多强后入坑的都是有思想、 分辨能力、正常三观和高审美的人，慕强、向往美好和正能量是人之常情，不用逼迫、洗脑、勉强和欺骗自己，也是够爱自己的体现，爱对了人什么都对，爱檀即爱己[嘻嘻],wind的翅膀,f,其他,"https://tvax3.sinaimg.cn/crop.0.0.749.749.180/6b193b91ly8hqvsgtjpa3j20kt0ktmy2.jpg?KID=imgbed,tva&Expires=1719321217&ssig=P2uDI7E2UY"
5049112080682447,2024-06-25,28,广西,只有檀哥想要扛立牌，其他三个人一动不动[doge],原ad,f,其他,"https://tvax3.sinaimg.cn/crop.0.0.1080.1080.180/4e67f0f7ly8ho20qou778j20u00u0ad3.jpg?KID=imgbed,tva&Expires=1719321217&ssig=fQELXHa7sB"
5049112080682447,2024-06-25,23,山东,真的是，主持人问的问题，只有咱宝贝说在点儿上，且一直活跃气氛[心],-北海檀一檀-,f,其他,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/006JAaPxly8hqescd31wbj30u00u0787.jpg?KID=imgbed,tva&Expires=1719321217&ssig=PFCSZ3Ww7E"
5049112080682447,2024-06-25,20,北京,我檀哥为人真诚~做事大方~体面人[耶],可爱多de卷卷儿,f,北京,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/008DpwVwly8ho3efulopjj30u00u0jtl.jpg?KID=imgbed,tva&Expires=1719321217&ssig=qt%2BvQk9hGg"
5049112080682447,2024-06-25,15,中国台湾,写的太好了[good][good] 能从相柳粉上檀健次的就是有眼光[可爱][可爱] @MIC檀健次JC-T ,qq-愛你,f,广东,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/006qCiYegy1hqv39i3xx1j30u00u0wio.jpg?KID=imgbed,tva&Expires=1719321217&ssig=jGlF%2B5FjLE"
5049167646818775,2024-06-25,43,北京,火象星座，喜不喜欢都超级明显[哈哈],心忆JLove,f,海外,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/006q0KOely8hpfvgsy4tgj30u00u0jsz.jpg?KID=imgbed,tva&Expires=1719321218&ssig=nJoCrg%2F6E9"
5049167646818775,2024-06-25,24,吉林,别骂了 努力在忍了 [二哈]又不是演员 怎么可能没有痕迹,句号在中间,f,其他,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/0068olzAly8hqvnhkan2bj30u00u041a.jpg?KID=imgbed,tva&Expires=1719321218&ssig=dRUsLfBtcg"
5049167646818775,2024-06-25,10,河南,没有不喜欢你，就是有点烦你,取名太掉头发了,f,其他,"https://tvax3.sinaimg.cn/crop.0.0.944.944.180/008aLtcUly8holw6n8hizj30q80q8ace.jpg?KID=imgbed,tva&Expires=1719321218&ssig=p9mxMyZRcY"
5049167646818775,2024-06-25,9,湖北,我没有不喜欢你，我只是.....算了，我讨厌你[太开心],·麻仓叶·,m,湖北,"https://tvax2.sinaimg.cn/crop.0.0.1080.1080.180/b8911702ly8gu3km3fvryj20u00u0wgh.jpg?KID=imgbed,tva&Expires=1719321218&ssig=%2FHYYqhZOwQ"
5049167646818775,2024-06-25,7,四川,是的[喵喵] http://t.cn/A6Qi1RFV,想过圣诞节的小狗,f,四川,"https://tvax2.sinaimg.cn/crop.0.0.370.370.180/7f96fef8ly8hppigod2jpj20aa0aamx5.jpg?KID=imgbed,tva&Expires=1719321218&ssig=FcDksW8%2BSX"
5049167646818775,2024-06-25,15,江苏,哈哈哈哈喜欢的话自己看来蛮明显的 别人可能根本感觉不到 不喜欢那真是超级明显,隔壁不觉晓嘉,f,江苏,"https://tvax4.sinaimg.cn/crop.0.0.1080.1080.180/7af21035ly8hke89et1hfj20u00u076p.jpg?KID=imgbed,tva&Expires=1719321218&ssig=P2ihdmiTF8"
5049167646818775,2024-06-25,3,甘肃,问：你喜欢他/她的证据 土象三憋：看了他/她的朋友圈 [微笑],精神病院预备病号-发疯版Pro,f,辽宁,"https://tvax4.sinaimg.cn/crop.0.0.1064.1064.180/0070Xkcaly8hk3b81roowj30tk0tkgn3.jpg?KID=imgbed,tva&Expires=1719321218&ssig=i3UV73kY9j"
